	favorite_count	retweet_count	tweet_id
502	8117	1779	811744202451197953
503	6000	820	811647686436880384
504	13764	3460	811627233043480576
505	22461	7058	811386762094317568
506	5731	1582	810984652412424192
507	9723	1976	810896069567610880
508	11783	2919	810657578271330305
509	38125	12602	810284430598270976
510	15790	3709	810254108431155201
511	16648	4312	809920764300447744
512	0	5413	809808892968534016
513	7448	1620	809448704142938112
514	21446	6209	809220051211603969
515	14216	3873	809084759137812480
516	10860	3361	808838249661788160
517	8507	2394	808733504066486276
518	12136	2877	808501579447930884
519	45737	22939	808344865868283904
520	0	6574	808134635716833280
521	9375	2423	808106460588765185
522	13532	3904	808001312164028416
523	15666	4071	807621403335917568
524	121205	59900	807106840509214720
525	0	8107	807059379405148160
526	14015	4225	807010152071229440
527	80866	38539	806629075125202948
528	0	6103	806620845233815552
529	5212	2121	806576416489959424
530	10991	2616	806542213899489280
531	0	12931	806242860592926720
532	6909	1321	806219024703037440
533	0	5949	805958939288408065
534	8897	2112	805932879469572096
535	7092	2025	805826884734976000
536	0	8896	805823200554876929
537	6175	1822	805520635690676224
538	9441	2801	805487436403003392
539	8393	1887	805207613751304193
540	14797	4261	804738756058218496
541	6618	2219	804475857670639616
542	0	3561	804413760345620481
543	48056	17938	804026241225523202
544	10815	3063	803773340896923648
545	0	8212	803692223237865472
546	11834	4578	803638050916102144
547	8346	2056	803380650405482500
548	0	5879	803321560782307329
549	10793	2736	803276597545603072
550	9723	2223	802952499103731712
551	0	3244	802624713319034886
552	7665	1627	802600418706604034
553	9624	2770	802572683846291456
554	17508	6465	802323869084381190
555	7111	1506	802265048156610565
556	9784	2881	802239329049477120
557	0	295	802185808107208704
558	8319	1889	801958328846974976
559	1892	260	801854953262350336
560	8833	2275	801538201127157760
561	6529	920	801285448605831168
562	26406	6574	801167903437357056
563	0	4396	801127390143516673
564	8716	2314	801115127852503040
565	745	107	800859414831898624
566	0	1805	800855607700029440
567	11312	3074	800751577355128832
568	14152	3331	800513324630806528
569	10194	2394	800459316964663297
570	0	4775	800443802682937345
571	12021	3103	800388270626521089
572	0	4362	800188575492947969
573	16497	2838	800141422401830912
574	30586	14587	800018252395122689
575	0	5188	799774291445383169
576	9067	2395	799757965289017345
577	8670	2118	799422933579902976
578	0	6127	799308762079035393
579	10683	3069	799297110730567681
580	8734	2726	799063482566066176
581	14203	4959	798933969379225600
582	8016	1591	798925684722855936
583	0	7314	798705661114773508
584	0	8640	798701998996647937
585	0	7204	798697898615730177
586	0	5492	798694562394996736
587	0	2576	798686750113755136
588	0	5230	798682547630837760
589	0	6143	798673117451325440
590	0	4308	798665375516884993
591	0	2051	798644042770751489
592	0	2175	798628517273620480
593	0	6321	798585098161549313
594	0	6493	798576900688019456
595	0	3724	798340744599797760
596	11196	2832	798209839306514432
597	12568	3474	797971864723324932
598	15636	5377	797545162159308800
599	21576	7345	797236660651966464
600	247	29	797165961484890113
601	0	9848	796904159865868288
602	8284	2108	796865951799083009
603	12801	3385	796759840936919040
604	0	8082	796563435802726400
605	8173	1950	796484825502875648
606	11872	4612	796387464403357696
607	0	15845	796177847564038144
608	34903	15845	796149749086875649
609	5322	1976	796125600683540480
610	9797	2682	796116448414461957
611	9122	2571	796080075804475393
612	11650	4082	796031486298386433
613	53737	26384	795464331001561088
614	10896	3172	795400264262053889
615	17504	6010	795076730285391872
616	0	3733	794983741416415232
617	11090	2560	794926597468000259
618	0	11389	794355576146903043
619	10323	2929	794332329137291264
620	9910	3660	794205286408003585
621	18150	5413	793962221541933056
622	9921	2078	793845145112371200
623	0	3451	793614319594401792
624	8602	1813	793601777308463104
625	11532	2640	793500921481273345
626	26547	10184	793286476301799424
627	9322	2620	793271401113350145
628	21547	9232	793256262322548741
629	11340	3629	793241302385262592
630	10614	3170	793226087023144960
631	9634	3115	793210959003287553
632	16470	6226	793195938047070209
633	7462	2202	793180763617361921
634	10140	3084	793165685325201412
635	6652	1889	793150605191548928
636	6973	2765	793135492858580992
637	13685	4328	793120401413079041
638	15461	4446	792913359805018113
639	12203	4731	792883833364439040
640	7919	1861	792773781206999040
641	14530	4746	792394556390137856
642	7743	1987	792050063153438720
643	0	23266	791821351946420224
644	0	10668	791784077045166082
645	0	4203	791780927877898241
646	48676	24557	791774931465953280
647	12682	3451	791672322847637504
648	14155	4555	791406955684368384
649	9473	2816	791312159183634433
650	0	4556	791026214425268224
651	10669	2364	790987426131050500
652	17908	5193	790946055508652032
653	0	2566	790723298204217344
654	8838	2108	790698755171364864
655	22294	7944	790581949425475584
656	8437	2064	790337589677002753
657	13517	3530	790277117346975746
658	0	3950	790227638568808452
659	9972	2566	789986466051088384
660	0	4591	789960241177853952
661	11212	4567	789903600034189313
662	8105	1970	789628658055020548
663	7298	2143	789599242079838210
664	12688	3733	789530877013393408
665	9273	2550	789314372632018944
666	0	5471	789280767834746880
667	9820	2852	789268448748703744
668	10454	3090	789137962068021249
669	29520	13697	788908386943430656
670	29553	11389	788765914992902144
671	0	7962	788552643979468800
672	16808	5860	788412144018661376
673	7798	2340	788178268662984705
674	6629	1439	788150585577050112
675	0	3779	788070120937619456
676	6618	1465	788039637453406209
677	9355	3371	787810552592695296
678	11000	3075	787717603741622272
679	11680	3135	787397959788929025
680	8389	1924	787322443945877504
681	0	7409	787111942498508800
682	28621	8833	786963064373534720
683	0	2667	786729988674449408
684	19563	6723	786709082849828864
685	11493	2835	786664955043049472
686	10123	3418	786595970293370880
687	11741	3873	786363235746385920
688	8589	3160	786286427768250368
689	16483	5272	786233965241827333
690	1550	169	786051337297522688
691	0	7802	786036967502913536
692	12224	3492	785927819176054784
693	7194	2017	785872687017132033
694	8408	2451	785639753186217984
695	9802	2216	785533386513321988
696	6553	1388	785515384317313025
697	7811	1806	785264754247995392
698	13025	5364	785170936622350336
699	10906	3561	784826020293709826
700	9657	2795	784517518371221505
701	6126	1414	784431430411685888
702	21631	8896	784183165795655680
703	32160	12295	784057939640352768
704	32313	11921	783839966405230592
705	7924	2165	783821107061198850
706	11235	3552	783695101801398276
707	9082	2484	783466772167098368
708	18144	6075	783391753726550016
709	0	6172	783347506784731136
710	31434	12931	783334639985389568
711	8749	2445	783085703974514689
712	25919	8107	782969140009107456
713	8026	1537	782747134529531904
714	18556	5949	782722598790725632
715	8360	2062	782598640137187329
716	17917	6140	782305867769217024
717	0	6872	782021823840026624
718	11935	3701	781955203444699136
719	11223	2981	781661882474196992
720	4298	1236	781655249211752448
721	22293	6103	781524693396357120
722	7658	2799	781308096455073793
723	9066	2311	781251288990355457
724	10487	3005	781163403222056960
725	23235	8082	780931614150983680
726	7732	2195	780858289093574656
727	5924	1428	780800785462489090
728	12975	3659	780601303617732608
729	6762	1908	780543529827336192
730	0	4085	780496263422808064
731	0	128	780476555013349377
732	5674	1175	780459368902959104
733	9348	2461	780192070812196864
734	0	2528	780092040432480260
735	13152	5500	780074436359819264
736	20394	7802	779834332596887552
737	9469	3423	779377524342161408
738	0	20259	779124354206535695
739	12674	4003	779123168116150273
740	15882	4972	779056095788752897
741	21512	8004	778990705243029504
742	0	10957	778774459159379968
743	920	403	778764940568104960
744	7401	1467	778748913645780993
745	6195	1641	778650543019483137
746	4998	1115	778624900596654080
747	14639	4780	778408200802557953
748	0	13459	778396591732486144
749	6255	1211	778383385161035776
750	11157	3636	778286810187399168
751	9096	2890	778039087836069888
752	7035	1782	778027034220126208
753	0	3872	777953400541634568
754	6818	1808	777885040357281792
755	12038	3244	777684233540206592
756	0	4667	777641927919427584
757	9412	2737	777621514455814149
758	15343	4759	777189768882946048
759	0	15102	776819012571455488
760	5232	1327	776813020089548800
761	9489	3078	776477788987613185
762	0	10052	776249906839351296
763	32161	17540	776218204058357768
764	10284	2771	776201521193218049
765	12591	4775	776113305656188928
766	1967	166	776088319444877312
767	0	18023	775898661951791106
768	12553	2940	775842724423557120
769	14816	4396	775733305207554048
770	13836	5011	775729183532220416
771	7963	3264	775364825476165632
772	10869	4290	775350846108426240
773	16648	5188	775085132600442880
774	9136	1941	774757898236878852
775	7193	1905	774639387460112384
776	23305	6127	774314403806253056
777	11498	4256	773985732834758656
778	6843	1898	773922284943896577
779	7066	1798	773704687002451968
780	5689	1419	773670353721753600
781	23625	6748	773547596996571136
782	0	5580	773336787167145985
783	24859	8188	773308824254029826
784	10079	3520	773247561583001600
785	10687	4504	773191612633579521
786	9178	4240	772877495989305348
787	8531	2547	772826264096874500
788	0	3692	772615324260794368
789	6927	1846	772581559778025472
790	6418	1513	772193107915964416
791	4042	1227	772152991789019136
792	4009	804	772117678702071809
793	2897	516	772114945936949249
794	4291	1012	772102971039580160
795	7035	2080	771908950375665664
796	12834	3724	771770456517009408
797	8847	2872	771500966810099713
798	11254	5580	771380798096281600
799	0	8281	771171053431250945
800	9825	3205	771136648247640064
801	6662	1569	771102124360998913
802	7343	1809	771014301343748096
803	0	240	771004394259247104
804	5304	1337	770787852854652928
805	5557	1550	770772759874076672
806	7823	1899	770655142660169732
807	6724	2254	770414278348247044
808	6667	1629	770293558247038976
809	0	3319	770093767776997377
810	8104	2521	770069151037685760
811	33638	10568	769940425801170949
812	6830	1816	769695466921623552
813	0	8405	769335591808995329
814	5765	1872	769212283578875904
815	15399	7152	768970937022709760
816	0	2953	768909767477751808
817	4481	970	768855141948723200
818	4395	1326	768609597686943744
819	5363	1396	768596291618299904
820	0	6364	768554158521745409
821	14558	3743	768473857036525572
822	11646	3872	768193404517830656
823	5074	1534	767884188863397888
824	17129	5879	767754930266464257
825	8001	2547	767500508068192258
826	13116	4163	767191397493538821
827	10814	3118	767122157629476866
828	0	6185	766864461642756096
829	5424	1484	766793450729734144
830	2784	423	766714921925144576
831	4309	862	766693177336135680
832	6432	1742	766423258543644672
833	7242	2058	766313316352462849
834	0	2835	766078092750233600
835	4576	944	766069199026450432
836	3996	537	766008592277377025
837	7733	2350	765719909049503744
838	5550	1329	765669560888528897
839	28175	3701	765395769549590528
840	7572	2353	765371061932261376
841	12394	3692	765222098633691136
842	6853	1931	764857477905154048
843	6457	1658	764259802650378240
844	789	59	763956972077010945
845	13474	4556	763837565564780549
846	5766	1610	763183847194451968
847	0	3291	763167063695355904
848	7850	2488	763103485927849985
849	12989	3950	762699858130116608
850	12039	7070	762471784394268675
851	11027	4591	762464539388485633
852	5140	1230	762316489655476224
853	34144	17003	762035686371364864
854	5758	2202	761976711479193600
855	0	4302	761750502866649088
856	4533	937	761745352076779520
857	52814	31637	761672994376806400
858	4398	1281	761599872357261312
859	0	19550	761371037149827077
860	5552	1583	761334018830917632
861	4761	1198	761292947749015552
862	5669	1696	761227390836215808
863	12047	3779	761004547850530816
864	4075	1059	760893934457552897
865	7042	2099	760656994973933572
866	5274	1407	760641137271070720
867	8066	3948	760539183865880579
868	4507	1520	760521673607086080
869	28565	12504	760290219849637889
870	4193	942	760252756032651264
871	6080	1972	760190180481531904
872	0	34	760153949710192640
873	6325	2278	759943073749200896
874	15643	6185	759923798737051648
875	7165	2160	759846353224826880
876	6349	2071	759793422261743616
877	0	23016	759566828574212096
878	5014	1279	759557299618865152
879	9042	2667	759447681597108224
880	1778	530	759446261539934208
881	6461	2116	759197388317847553
882	0	1272	759159934323924993
883	15492	4548	759099523532779520
884	6940	2192	759047813560868866
885	3778	973	758854675097526272
886	11911	4170	758828659922702336
887	4072	1078	758474966123810816
888	5117	2425	758467244762497024
889	5534	2100	758405701903519748
890	3657	1183	758355060040593408
891	20448	10957	758099635764359168
892	2882	407	758041019896193024
893	7330	3542	757741869644341248
894	0	8815	757729163776290825
895	4831	1324	757725642876129280
896	4853	1214	757611664640446465
897	0	317	757597904299253760
898	4625	1152	757596066325864448
899	16116	7428	757400162377592832
900	6211	1899	757393109802180609
901	4807	1547	757354760399941633
902	6667	2160	756998049151549440
903	7078	2182	756939218950160384
904	5401	1431	756651752796094464
905	11069	3931	756526248105566208
906	4206	1180	756303284449767430
907	45501	19010	756288534030475264
908	6851	1656	756275833623502848
909	7813	3143	755955933503782912
910	17512	5845	755206590534418437
911	22594	12039	755110668769038337
912	0	8713	754874841593970688
913	7319	2753	754856583969079297
914	2742	568	754747087846248448
915	5651	2118	754482103782404096
916	3980	798	754449512966619136
917	8327	2541	754120377874386944
918	6219	2365	753655901052166144
919	8419	3870	753420520834629632
920	6155	2085	753398408988139520
921	8119	2528	753375668877008896
922	0	6266	753298634498793472
923	3616	1129	753294487569522689
924	39441	22748	753039830821511168
925	4138	1059	753026973505581056
926	13405	7409	752932432744185856
927	7320	1710	752917284578922496
928	0	3135	752701944171524096
929	6367	1745	752682090207055872
930	4688	1714	752660715232722944
931	5884	2480	752568224206688256
932	7840	3744	752519690950500352
933	4062	1193	752334515931054080
934	0	18114	752309394570878976
935	6323	2007	752173152931807232
936	3269	1013	751950017322246144
937	5546	1460	751937170840121344
938	6165	2127	751830394383790080
939	6224	3166	751793661361422336
940	8391	3300	751598357617971201
941	4687	1212	751583847268179968
942	5348	1378	751538714308972544
943	3400	1082	751456908746354688
944	13266	6368	751251247299190784
945	6700	1985	751205363882532864
